Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
Siilinjärvi Kuopio airport,2014,11,21,02:00,-3.5,0
Siilinjärvi Kuopio airport,2014,11,22,02:00,-2.4,-1
Siilinjärvi Kuopio airport,2014,11,23,02:00,-1,0
Siilinjärvi Kuopio airport,2014,11,24,02:00,0.2,0
Siilinjärvi Kuopio airport,2014,11,25,02:00,0.7,0
Siilinjärvi Kuopio airport,2014,11,26,02:00,1.9,-1
Siilinjärvi Kuopio airport,2014,11,27,02:00,1.4,-1
Siilinjärvi Kuopio airport,2014,11,28,02:00,1.8,-1
Siilinjärvi Kuopio airport,2014,11,29,02:00,1.2,-1
Siilinjärvi Kuopio airport,2014,11,30,02:00,-0.5,-1
Siilinjärvi Kuopio airport,2014,12,1,02:00,-2.5,-1
Siilinjärvi Kuopio airport,2014,12,2,02:00,-1.8,-1
Siilinjärvi Kuopio airport,2014,12,3,02:00,1.7,3
Siilinjärvi Kuopio airport,2014,12,4,02:00,2.2,0
Siilinjärvi Kuopio airport,2014,12,5,02:00,0.4,0
Siilinjärvi Kuopio airport,2014,12,6,02:00,0.7,-1
Siilinjärvi Kuopio airport,2014,12,7,02:00,0.2,2
Siilinjärvi Kuopio airport,2014,12,8,02:00,1.9,-1
Siilinjärvi Kuopio airport,2014,12,9,02:00,1.2,-1
Siilinjärvi Kuopio airport,2014,12,10,02:00,1.7,-1
Siilinjärvi Kuopio airport,2014,12,11,02:00,1.2,5
Siilinjärvi Kuopio airport,2014,12,12,02:00,0.1,0
Siilinjärvi Kuopio airport,2014,12,13,02:00,-0.5,3
Siilinjärvi Kuopio airport,2014,12,14,02:00,-0.5,5
Siilinjärvi Kuopio airport,2014,12,15,02:00,0.8,4
Siilinjärvi Kuopio airport,2014,12,16,02:00,0.1,6
Siilinjärvi Kuopio airport,2014,12,17,02:00,0.4,5
Siilinjärvi Kuopio airport,2014,12,18,02:00,-2.6,8
Siilinjärvi Kuopio airport,2014,12,19,02:00,-0.5,10
Siilinjärvi Kuopio airport,2014,12,20,02:00,-1,13
Siilinjärvi Kuopio airport,2014,12,21,02:00,-3.5,20
Siilinjärvi Kuopio airport,2014,12,22,02:00,-6.5,19
Siilinjärvi Kuopio airport,2014,12,23,02:00,-12.8,18
Siilinjärvi Kuopio airport,2014,12,24,02:00,-17.7,17
Siilinjärvi Kuopio airport,2014,12,25,02:00,-14.9,17
Siilinjärvi Kuopio airport,2014,12,26,02:00,-6,18
Siilinjärvi Kuopio airport,2014,12,27,02:00,-9.7,21
Siilinjärvi Kuopio airport,2014,12,28,02:00,-16.7,20
Siilinjärvi Kuopio airport,2014,12,29,02:00,-17.7,20
Siilinjärvi Kuopio airport,2014,12,30,02:00,-7.3,21
Siilinjärvi Kuopio airport,2014,12,31,02:00,0.9,24
Siilinjärvi Kuopio airport,2015,1,1,02:00,2.1,22
Siilinjärvi Kuopio airport,2015,1,2,02:00,0.6,20
Siilinjärvi Kuopio airport,2015,1,3,02:00,-1.6,28
Siilinjärvi Kuopio airport,2015,1,4,02:00,-9.2,27
Siilinjärvi Kuopio airport,2015,1,5,02:00,-14.9,26
Siilinjärvi Kuopio airport,2015,1,6,02:00,-19.3,26
Siilinjärvi Kuopio airport,2015,1,7,02:00,-6.8,28
Siilinjärvi Kuopio airport,2015,1,8,02:00,-2.6,34
Siilinjärvi Kuopio airport,2015,1,9,02:00,-2.2,41
Siilinjärvi Kuopio airport,2015,1,10,02:00,-10.6,44
Siilinjärvi Kuopio airport,2015,1,11,02:00,-16.6,41
Siilinjärvi Kuopio airport,2015,1,12,02:00,-15.6,45
Siilinjärvi Kuopio airport,2015,1,13,02:00,-13.7,44
Siilinjärvi Kuopio airport,2015,1,14,02:00,-7.6,44
Siilinjärvi Kuopio airport,2015,1,15,02:00,-0.7,45
Siilinjärvi Kuopio airport,2015,1,16,02:00,-0.1,44
Siilinjärvi Kuopio airport,2015,1,17,02:00,1.7,41
Siilinjärvi Kuopio airport,2015,1,18,02:00,-0.5,40
Siilinjärvi Kuopio airport,2015,1,19,02:00,-8.2,39
Siilinjärvi Kuopio airport,2015,1,20,02:00,-19.8,39
Siilinjärvi Kuopio airport,2015,1,21,02:00,-17.3,39
Siilinjärvi Kuopio airport,2015,1,22,02:00,-21.3,39
Siilinjärvi Kuopio airport,2015,1,23,02:00,-16.8,39
Siilinjärvi Kuopio airport,2015,1,24,02:00,-8.8,40
Siilinjärvi Kuopio airport,2015,1,25,02:00,-2.5,42
Siilinjärvi Kuopio airport,2015,1,26,02:00,-1.9,42
Siilinjärvi Kuopio airport,2015,1,27,02:00,-1,43
Siilinjärvi Kuopio airport,2015,1,28,02:00,-1.6,46
Siilinjärvi Kuopio airport,2015,1,29,02:00,-0.8,49
Siilinjärvi Kuopio airport,2015,1,30,02:00,-1.5,48
Siilinjärvi Kuopio airport,2015,1,31,02:00,-2,48
Siilinjärvi Kuopio airport,2015,2,1,02:00,-2.8,46
Siilinjärvi Kuopio airport,2015,2,2,02:00,-4.9,45
Siilinjärvi Kuopio airport,2015,2,3,02:00,-3,46
Siilinjärvi Kuopio airport,2015,2,4,02:00,-3.2,45
Siilinjärvi Kuopio airport,2015,2,5,02:00,-5.8,45
Siilinjärvi Kuopio airport,2015,2,6,02:00,-2.3,46
Siilinjärvi Kuopio airport,2015,2,7,02:00,-1.7,46
Siilinjärvi Kuopio airport,2015,2,8,02:00,-6.9,48
Siilinjärvi Kuopio airport,2015,2,9,02:00,-10.1,45
Siilinjärvi Kuopio airport,2015,2,10,02:00,2.5,45
Siilinjärvi Kuopio airport,2015,2,11,02:00,4.6,44
Siilinjärvi Kuopio airport,2015,2,12,02:00,0.7,43
Siilinjärvi Kuopio airport,2015,2,13,02:00,-3.2,42
Siilinjärvi Kuopio airport,2015,2,14,02:00,-3,42
Siilinjärvi Kuopio airport,2015,2,15,02:00,-13.8,43
Siilinjärvi Kuopio airport,2015,2,16,02:00,-10.1,43
Siilinjärvi Kuopio airport,2015,2,17,02:00,-5.3,43
Siilinjärvi Kuopio airport,2015,2,18,02:00,-1.2,44
Siilinjärvi Kuopio airport,2015,2,19,02:00,1,44
Siilinjärvi Kuopio airport,2015,2,20,02:00,2.5,41
Siilinjärvi Kuopio airport,2015,2,21,02:00,1.4,34
Siilinjärvi Kuopio airport,2015,2,22,02:00,0.4,35
Siilinjärvi Kuopio airport,2015,2,23,02:00,0.2,39
Siilinjärvi Kuopio airport,2015,2,24,02:00,0.5,37
Siilinjärvi Kuopio airport,2015,2,25,02:00,1.2,38
Siilinjärvi Kuopio airport,2015,2,26,02:00,1.1,36
Siilinjärvi Kuopio airport,2015,2,27,02:00,0.4,35
Siilinjärvi Kuopio airport,2015,2,28,02:00,-0.8,35
Siilinjärvi Kuopio airport,2015,3,1,02:00,0.9,35
Siilinjärvi Kuopio airport,2015,3,2,02:00,1.2,34
Siilinjärvi Kuopio airport,2015,3,3,02:00,0.7,34
Siilinjärvi Kuopio airport,2015,3,4,02:00,0.7,34
Siilinjärvi Kuopio airport,2015,3,5,02:00,0.7,32
Siilinjärvi Kuopio airport,2015,3,6,02:00,0.4,33
Siilinjärvi Kuopio airport,2015,3,7,02:00,0.7,33
Siilinjärvi Kuopio airport,2015,3,8,02:00,3.9,30
Siilinjärvi Kuopio airport,2015,3,9,02:00,3.3,25
Siilinjärvi Kuopio airport,2015,3,10,02:00,1.5,23
Siilinjärvi Kuopio airport,2015,3,11,02:00,0.9,22
Siilinjärvi Kuopio airport,2015,3,12,02:00,-0.5,21
Siilinjärvi Kuopio airport,2015,3,13,02:00,-0.2,21
Siilinjärvi Kuopio airport,2015,3,14,02:00,-0.7,21
Siilinjärvi Kuopio airport,2015,3,15,02:00,-1,22
Siilinjärvi Kuopio airport,2015,3,16,02:00,-0.1,22
Siilinjärvi Kuopio airport,2015,3,17,02:00,0.7,22
Siilinjärvi Kuopio airport,2015,3,18,02:00,1.4,22
Siilinjärvi Kuopio airport,2015,3,19,02:00,3.9,21
Siilinjärvi Kuopio airport,2015,3,20,02:00,-0.5,17
Siilinjärvi Kuopio airport,2015,3,21,02:00,-6.5,17
Siilinjärvi Kuopio airport,2015,3,22,02:00,-6.9,16
Siilinjärvi Kuopio airport,2015,3,23,02:00,-0.4,19
Siilinjärvi Kuopio airport,2015,3,24,02:00,-0.4,24
Siilinjärvi Kuopio airport,2015,3,25,02:00,-6.1,20
Siilinjärvi Kuopio airport,2015,3,26,02:00,-6,21
Siilinjärvi Kuopio airport,2015,3,27,02:00,-1.5,21
Siilinjärvi Kuopio airport,2015,3,28,02:00,2.1,22
Siilinjärvi Kuopio airport,2015,3,29,02:00,1.1,20
Siilinjärvi Kuopio airport,2015,3,30,03:00,0.1,21
Siilinjärvi Kuopio airport,2015,3,31,03:00,1.1,26
Siilinjärvi Kuopio airport,2015,4,1,03:00,1.7,22
Siilinjärvi Kuopio airport,2015,4,2,03:00,0.7,20
Siilinjärvi Kuopio airport,2015,4,3,03:00,1.3,19
Siilinjärvi Kuopio airport,2015,4,4,03:00,2.9,18
Siilinjärvi Kuopio airport,2015,4,5,03:00,2.2,15
Siilinjärvi Kuopio airport,2015,4,6,03:00,1.7,13
Siilinjärvi Kuopio airport,2015,4,7,03:00,3.9,11
Siilinjärvi Kuopio airport,2015,4,8,03:00,4.2,8
Siilinjärvi Kuopio airport,2015,4,9,03:00,4.9,5
Siilinjärvi Kuopio airport,2015,4,10,03:00,5.1,-1
Siilinjärvi Kuopio airport,2015,4,11,03:00,4.3,-1
Siilinjärvi Kuopio airport,2015,4,12,03:00,4.6,-1
Siilinjärvi Kuopio airport,2015,4,13,03:00,4.6,-1
Siilinjärvi Kuopio airport,2015,4,14,03:00,3.5,-1
Siilinjärvi Kuopio airport,2015,4,15,03:00,1.7,-1
Siilinjärvi Kuopio airport,2015,4,16,03:00,0.9,3
Siilinjärvi Kuopio airport,2015,4,17,03:00,3.2,-1
Siilinjärvi Kuopio airport,2015,4,18,03:00,2.6,-1
Siilinjärvi Kuopio airport,2015,4,19,03:00,3.7,-1
Siilinjärvi Kuopio airport,2015,4,20,03:00,4.2,-1
Siilinjärvi Kuopio airport,2015,4,21,03:00,5.5,-1
Siilinjärvi Kuopio airport,2015,4,22,03:00,4.5,-1
Siilinjärvi Kuopio airport,2015,4,23,03:00,2.1,5
Siilinjärvi Kuopio airport,2015,4,24,03:00,2.2,-1
Siilinjärvi Kuopio airport,2015,4,25,03:00,1.9,-1
Siilinjärvi Kuopio airport,2015,4,26,03:00,3.6,-1
Siilinjärvi Kuopio airport,2015,4,27,03:00,5,-1
Siilinjärvi Kuopio airport,2015,4,28,03:00,7,-1
Siilinjärvi Kuopio airport,2015,4,29,03:00,2.6,-1
Siilinjärvi Kuopio airport,2015,4,30,03:00,1.8,12
Siilinjärvi Kuopio airport,2015,5,1,03:00,6.4,0
Siilinjärvi Kuopio airport,2015,5,2,03:00,3.8,-1
Siilinjärvi Kuopio airport,2015,5,3,03:00,3.6,-1
Siilinjärvi Kuopio airport,2015,5,4,03:00,4.7,-1
Siilinjärvi Kuopio airport,2015,5,5,03:00,7.9,-1
Siilinjärvi Kuopio airport,2015,5,6,03:00,11.5,-1
Siilinjärvi Kuopio airport,2015,5,7,03:00,10.7,-1
Siilinjärvi Kuopio airport,2015,5,8,03:00,9.9,-1
Siilinjärvi Kuopio airport,2015,5,9,03:00,7.5,-1
Siilinjärvi Kuopio airport,2015,5,10,03:00,10.2,-1
Siilinjärvi Kuopio airport,2015,5,11,03:00,8.1,-1
Siilinjärvi Kuopio airport,2015,5,12,03:00,9.2,-1
Siilinjärvi Kuopio airport,2015,5,13,03:00,8.5,-1
Siilinjärvi Kuopio airport,2015,5,14,03:00,6.4,-1
Siilinjärvi Kuopio airport,2015,5,15,03:00,7.2,-1
Siilinjärvi Kuopio airport,2015,5,16,03:00,7.6,-1
Siilinjärvi Kuopio airport,2015,5,17,03:00,7.9,-1
Siilinjärvi Kuopio airport,2015,5,18,03:00,4.7,-1
Siilinjärvi Kuopio airport,2015,5,19,03:00,7.5,-1
Siilinjärvi Kuopio airport,2015,5,20,03:00,9.7,-1
Siilinjärvi Kuopio airport,2015,5,21,03:00,9.5,-1
Siilinjärvi Kuopio airport,2015,5,22,03:00,12.7,-1
Siilinjärvi Kuopio airport,2015,5,23,03:00,10,-1
Siilinjärvi Kuopio airport,2015,5,24,03:00,8,-1
Siilinjärvi Kuopio airport,2015,5,25,03:00,10.1,-1
Siilinjärvi Kuopio airport,2015,5,26,03:00,14,-1
Siilinjärvi Kuopio airport,2015,5,27,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,5,28,03:00,12.8,-1
Siilinjärvi Kuopio airport,2015,5,29,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,5,30,03:00,12.6,-1
Siilinjärvi Kuopio airport,2015,5,31,03:00,12.7,-1
Siilinjärvi Kuopio airport,2015,6,1,03:00,12.8,-1
Siilinjärvi Kuopio airport,2015,6,2,03:00,14,-1
Siilinjärvi Kuopio airport,2015,6,3,03:00,11.3,-1
Siilinjärvi Kuopio airport,2015,6,4,03:00,10.6,-1
Siilinjärvi Kuopio airport,2015,6,5,03:00,10.7,-1
Siilinjärvi Kuopio airport,2015,6,6,03:00,12.6,-1
Siilinjärvi Kuopio airport,2015,6,7,03:00,12.3,-1
Siilinjärvi Kuopio airport,2015,6,8,03:00,9.8,-1
Siilinjärvi Kuopio airport,2015,6,9,03:00,11.4,-1
Siilinjärvi Kuopio airport,2015,6,10,03:00,11.2,-1
Siilinjärvi Kuopio airport,2015,6,11,03:00,11.3,-1
Siilinjärvi Kuopio airport,2015,6,12,03:00,12.9,-1
Siilinjärvi Kuopio airport,2015,6,13,03:00,13.8,-1
Siilinjärvi Kuopio airport,2015,6,14,03:00,10.9,-1
Siilinjärvi Kuopio airport,2015,6,15,03:00,10.2,-1
Siilinjärvi Kuopio airport,2015,6,16,03:00,9.5,-1
Siilinjärvi Kuopio airport,2015,6,17,03:00,10.3,-1
Siilinjärvi Kuopio airport,2015,6,18,03:00,11.6,-1
Siilinjärvi Kuopio airport,2015,6,19,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,6,20,03:00,15.4,-1
Siilinjärvi Kuopio airport,2015,6,21,03:00,17.5,-1
Siilinjärvi Kuopio airport,2015,6,22,03:00,17.3,-1
Siilinjärvi Kuopio airport,2015,6,23,03:00,14.4,-1
Siilinjärvi Kuopio airport,2015,6,24,03:00,14.9,-1
Siilinjärvi Kuopio airport,2015,6,25,03:00,15,-1
Siilinjärvi Kuopio airport,2015,6,26,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,6,27,03:00,13.8,-1
Siilinjärvi Kuopio airport,2015,6,28,03:00,15.1,-1
Siilinjärvi Kuopio airport,2015,6,29,03:00,17.5,-1
Siilinjärvi Kuopio airport,2015,6,30,03:00,16.5,-1
Siilinjärvi Kuopio airport,2015,7,1,03:00,13.4,-1
Siilinjärvi Kuopio airport,2015,7,2,03:00,14.5,-1
Siilinjärvi Kuopio airport,2015,7,3,03:00,21.4,-1
Siilinjärvi Kuopio airport,2015,7,4,03:00,17.6,-1
Siilinjärvi Kuopio airport,2015,7,5,03:00,13,-1
Siilinjärvi Kuopio airport,2015,7,6,03:00,13,-1
Siilinjärvi Kuopio airport,2015,7,7,03:00,12.3,-1
Siilinjärvi Kuopio airport,2015,7,8,03:00,13.7,-1
Siilinjärvi Kuopio airport,2015,7,9,03:00,15.6,-1
Siilinjärvi Kuopio airport,2015,7,10,03:00,14.7,-1
Siilinjärvi Kuopio airport,2015,7,11,03:00,14.3,-1
Siilinjärvi Kuopio airport,2015,7,12,03:00,12.2,-1
Siilinjärvi Kuopio airport,2015,7,13,03:00,11.8,-1
Siilinjärvi Kuopio airport,2015,7,14,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,7,15,03:00,12.2,-1
Siilinjärvi Kuopio airport,2015,7,16,03:00,14.1,-1
Siilinjärvi Kuopio airport,2015,7,17,03:00,15.1,-1
Siilinjärvi Kuopio airport,2015,7,18,03:00,16.7,-1
Siilinjärvi Kuopio airport,2015,7,19,03:00,14.7,-1
Siilinjärvi Kuopio airport,2015,7,20,03:00,16,-1
Siilinjärvi Kuopio airport,2015,7,21,03:00,16.2,-1
Siilinjärvi Kuopio airport,2015,7,22,03:00,15.6,-1
Siilinjärvi Kuopio airport,2015,7,23,03:00,15.5,-1
Siilinjärvi Kuopio airport,2015,7,24,03:00,15.9,-1
Siilinjärvi Kuopio airport,2015,7,25,03:00,16.9,-1
Siilinjärvi Kuopio airport,2015,7,26,03:00,15.1,-1
Siilinjärvi Kuopio airport,2015,7,27,03:00,16.6,-1
Siilinjärvi Kuopio airport,2015,7,28,03:00,16,-1
Siilinjärvi Kuopio airport,2015,7,29,03:00,14.7,-1
Siilinjärvi Kuopio airport,2015,7,30,03:00,15.4,-1
Siilinjärvi Kuopio airport,2015,7,31,03:00,15,-1
Siilinjärvi Kuopio airport,2015,8,1,03:00,15,-1
Siilinjärvi Kuopio airport,2015,8,2,03:00,15.2,-1
Siilinjärvi Kuopio airport,2015,8,3,03:00,15.2,-1
Siilinjärvi Kuopio airport,2015,8,4,03:00,15.5,-1
Siilinjärvi Kuopio airport,2015,8,5,03:00,17,-1
Siilinjärvi Kuopio airport,2015,8,6,03:00,16,-1
Siilinjärvi Kuopio airport,2015,8,7,03:00,18.3,-1
Siilinjärvi Kuopio airport,2015,8,8,03:00,19.2,-1
Siilinjärvi Kuopio airport,2015,8,9,03:00,17.4,-1
Siilinjärvi Kuopio airport,2015,8,10,03:00,16.8,-1
Siilinjärvi Kuopio airport,2015,8,11,03:00,19.8,-1
Siilinjärvi Kuopio airport,2015,8,12,03:00,17.9,-1
Siilinjärvi Kuopio airport,2015,8,13,03:00,14.1,-1
Siilinjärvi Kuopio airport,2015,8,14,03:00,14.1,-1
Siilinjärvi Kuopio airport,2015,8,15,03:00,14.4,-1
Siilinjärvi Kuopio airport,2015,8,16,03:00,14.7,-1
Siilinjärvi Kuopio airport,2015,8,17,03:00,15.6,-1
Siilinjärvi Kuopio airport,2015,8,18,03:00,16.3,-1
Siilinjärvi Kuopio airport,2015,8,19,03:00,17.3,-1
Siilinjärvi Kuopio airport,2015,8,20,03:00,17.8,-1
Siilinjärvi Kuopio airport,2015,8,21,03:00,17.8,-1
Siilinjärvi Kuopio airport,2015,8,22,03:00,17.7,-1
Siilinjärvi Kuopio airport,2015,8,23,03:00,18,-1
Siilinjärvi Kuopio airport,2015,8,24,03:00,19,-1
Siilinjärvi Kuopio airport,2015,8,25,03:00,19.1,-1
Siilinjärvi Kuopio airport,2015,8,26,03:00,18.4,-1
Siilinjärvi Kuopio airport,2015,8,27,03:00,16.3,-1
Siilinjärvi Kuopio airport,2015,8,28,03:00,15,-1
Siilinjärvi Kuopio airport,2015,8,29,03:00,15,-1
Siilinjärvi Kuopio airport,2015,8,30,03:00,14.7,-1
Siilinjärvi Kuopio airport,2015,8,31,03:00,14.5,-1
Siilinjärvi Kuopio airport,2015,9,1,03:00,13.2,-1
Siilinjärvi Kuopio airport,2015,9,2,03:00,9.8,-1
Siilinjärvi Kuopio airport,2015,9,3,03:00,10.3,-1
Siilinjärvi Kuopio airport,2015,9,4,03:00,12.1,-1
Siilinjärvi Kuopio airport,2015,9,5,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,9,6,03:00,12.8,-1
Siilinjärvi Kuopio airport,2015,9,7,03:00,11.8,-1
Siilinjärvi Kuopio airport,2015,9,8,03:00,11.9,-1
Siilinjärvi Kuopio airport,2015,9,9,03:00,11.8,-1
Siilinjärvi Kuopio airport,2015,9,10,03:00,11.9,-1
Siilinjärvi Kuopio airport,2015,9,11,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,9,12,03:00,13.6,-1
Siilinjärvi Kuopio airport,2015,9,13,03:00,13.1,-1
Siilinjärvi Kuopio airport,2015,9,14,03:00,13,-1
Siilinjärvi Kuopio airport,2015,9,15,03:00,11.9,-1
Siilinjärvi Kuopio airport,2015,9,16,03:00,12.3,-1
Siilinjärvi Kuopio airport,2015,9,17,03:00,13.2,-1
Siilinjärvi Kuopio airport,2015,9,18,03:00,15.1,-1
Siilinjärvi Kuopio airport,2015,9,19,03:00,14.3,-1
Siilinjärvi Kuopio airport,2015,9,20,03:00,12.1,-1
Siilinjärvi Kuopio airport,2015,9,21,03:00,10.4,-1
Siilinjärvi Kuopio airport,2015,9,22,03:00,11.2,-1
Siilinjärvi Kuopio airport,2015,9,23,03:00,12.1,-1
Siilinjärvi Kuopio airport,2015,9,24,03:00,13.4,-1
Siilinjärvi Kuopio airport,2015,9,25,03:00,13.2,-1
Siilinjärvi Kuopio airport,2015,9,26,03:00,10.6,-1
Siilinjärvi Kuopio airport,2015,9,27,03:00,8.9,-1
Siilinjärvi Kuopio airport,2015,9,28,03:00,8.8,-1
Siilinjärvi Kuopio airport,2015,9,29,03:00,7.7,-1
Siilinjärvi Kuopio airport,2015,9,30,03:00,10.9,-1
Siilinjärvi Kuopio airport,2015,10,1,03:00,10.1,-1
Siilinjärvi Kuopio airport,2015,10,2,03:00,10.4,-1
Siilinjärvi Kuopio airport,2015,10,3,03:00,7.4,-1
Siilinjärvi Kuopio airport,2015,10,4,03:00,8,-1
Siilinjärvi Kuopio airport,2015,10,5,03:00,3.9,-1
Siilinjärvi Kuopio airport,2015,10,6,03:00,1.6,-1
Siilinjärvi Kuopio airport,2015,10,7,03:00,1.7,-1
Siilinjärvi Kuopio airport,2015,10,8,03:00,0.8,-1
Siilinjärvi Kuopio airport,2015,10,9,03:00,1.9,-1
Siilinjärvi Kuopio airport,2015,10,10,03:00,2.2,-1
Siilinjärvi Kuopio airport,2015,10,11,03:00,1.9,-1
Siilinjärvi Kuopio airport,2015,10,12,03:00,4,-1
Siilinjärvi Kuopio airport,2015,10,13,03:00,6.1,-1
Siilinjärvi Kuopio airport,2015,10,14,03:00,5.9,-1
Siilinjärvi Kuopio airport,2015,10,15,03:00,5.9,-1
Siilinjärvi Kuopio airport,2015,10,16,03:00,7.5,-1
Siilinjärvi Kuopio airport,2015,10,17,03:00,8,-1
Siilinjärvi Kuopio airport,2015,10,18,03:00,7.2,-1
Siilinjärvi Kuopio airport,2015,10,19,03:00,5.6,-1
Siilinjärvi Kuopio airport,2015,10,20,03:00,4.7,-1
Siilinjärvi Kuopio airport,2015,10,21,03:00,5.2,-1
Siilinjärvi Kuopio airport,2015,10,22,03:00,7.2,-1
Siilinjärvi Kuopio airport,2015,10,23,03:00,7.9,-1
Siilinjärvi Kuopio airport,2015,10,24,03:00,4.4,-1
Siilinjärvi Kuopio airport,2015,10,25,03:00,6.7,-1
Siilinjärvi Kuopio airport,2015,10,26,02:00,5.7,-1
Siilinjärvi Kuopio airport,2015,10,27,02:00,1.3,-1
Siilinjärvi Kuopio airport,2015,10,28,02:00,0.9,-1
Siilinjärvi Kuopio airport,2015,10,29,02:00,2.1,-1
Siilinjärvi Kuopio airport,2015,10,30,02:00,-2.1,-1
Siilinjärvi Kuopio airport,2015,10,31,02:00,3.6,-1
Siilinjärvi Kuopio airport,2015,11,1,02:00,7.6,-1
Siilinjärvi Kuopio airport,2015,11,2,02:00,8.4,-1
Siilinjärvi Kuopio airport,2015,11,3,02:00,7.7,-1
Siilinjärvi Kuopio airport,2015,11,4,02:00,6,-1
Siilinjärvi Kuopio airport,2015,11,5,02:00,1.7,-1
Siilinjärvi Kuopio airport,2015,11,6,02:00,3.1,-1
Siilinjärvi Kuopio airport,2015,11,7,02:00,6.2,-1
Siilinjärvi Kuopio airport,2015,11,8,02:00,3.9,-1
Siilinjärvi Kuopio airport,2015,11,9,02:00,3.5,-1
Siilinjärvi Kuopio airport,2015,11,10,02:00,3.8,-1
Siilinjärvi Kuopio airport,2015,11,11,02:00,1.6,-1
Siilinjärvi Kuopio airport,2015,11,12,02:00,1.2,-1
Siilinjärvi Kuopio airport,2015,11,13,02:00,1.2,-1
Siilinjärvi Kuopio airport,2015,11,14,02:00,3,-1
Siilinjärvi Kuopio airport,2015,11,15,02:00,1.1,-1
Siilinjärvi Kuopio airport,2015,11,16,02:00,0.3,-1
Siilinjärvi Kuopio airport,2015,11,17,02:00,0.2,3
Siilinjärvi Kuopio airport,2015,11,18,02:00,1.2,2
Siilinjärvi Kuopio airport,2015,11,19,02:00,1.7,-1
Siilinjärvi Kuopio airport,2015,11,20,02:00,-0.1,-1
Siilinjärvi Kuopio airport,2015,11,21,02:00,-1,4
Siilinjärvi Kuopio airport,2015,11,22,02:00,-1.9,7
Siilinjärvi Kuopio airport,2015,11,23,02:00,-3,7
Siilinjärvi Kuopio airport,2015,11,24,02:00,-2,6
Siilinjärvi Kuopio airport,2015,11,25,02:00,2.2,5
Siilinjärvi Kuopio airport,2015,11,26,02:00,1.5,-1
Siilinjärvi Kuopio airport,2015,11,27,02:00,4.7,-1
Siilinjärvi Kuopio airport,2015,11,28,02:00,6.4,-1
Siilinjärvi Kuopio airport,2015,11,29,02:00,2.6,-1
Siilinjärvi Kuopio airport,2015,11,30,02:00,1.5,-1
Siilinjärvi Kuopio airport,2015,12,1,02:00,0.9,-1
Siilinjärvi Kuopio airport,2015,12,2,02:00,-0.6,-1
Siilinjärvi Kuopio airport,2015,12,3,02:00,0.4,-1
Siilinjärvi Kuopio airport,2015,12,4,02:00,0.2,0
Siilinjärvi Kuopio airport,2015,12,5,02:00,1.5,6
Siilinjärvi Kuopio airport,2015,12,6,02:00,3.7,0
Siilinjärvi Kuopio airport,2015,12,7,02:00,1.7,-1
Siilinjärvi Kuopio airport,2015,12,8,02:00,0.6,-1
Siilinjärvi Kuopio airport,2015,12,9,02:00,4.9,-1
Siilinjärvi Kuopio airport,2015,12,10,02:00,4,-1
Siilinjärvi Kuopio airport,2015,12,11,02:00,2.4,-1
Siilinjärvi Kuopio airport,2015,12,12,02:00,0.3,-1
Siilinjärvi Kuopio airport,2015,12,13,02:00,-1,-1
Siilinjärvi Kuopio airport,2015,12,14,02:00,-3.4,-1
Siilinjärvi Kuopio airport,2015,12,15,02:00,-3.6,-1
Siilinjärvi Kuopio airport,2015,12,16,02:00,-4.8,-1
Siilinjärvi Kuopio airport,2015,12,17,02:00,-6.9,3
Siilinjärvi Kuopio airport,2015,12,18,02:00,-1.8,5
Siilinjärvi Kuopio airport,2015,12,19,02:00,1.3,13
Siilinjärvi Kuopio airport,2015,12,20,02:00,3.7,7
Siilinjärvi Kuopio airport,2015,12,21,02:00,5.9,-1
Siilinjärvi Kuopio airport,2015,12,22,02:00,3.8,-1
Siilinjärvi Kuopio airport,2015,12,23,02:00,-0.3,-1
Siilinjärvi Kuopio airport,2015,12,24,02:00,-0.2,7
Siilinjärvi Kuopio airport,2015,12,25,02:00,3,3
Siilinjärvi Kuopio airport,2015,12,26,02:00,-1.4,-1
Siilinjärvi Kuopio airport,2015,12,27,02:00,-5.1,0
Siilinjärvi Kuopio airport,2015,12,28,02:00,-4.4,2
Siilinjärvi Kuopio airport,2015,12,29,02:00,-10.7,2
Siilinjärvi Kuopio airport,2015,12,30,02:00,-4.4,0
Siilinjärvi Kuopio airport,2015,12,31,02:00,-2.5,2
Siilinjärvi Kuopio airport,2016,1,1,02:00,-7.1,2
Siilinjärvi Kuopio airport,2016,1,2,02:00,-12.1,0
Siilinjärvi Kuopio airport,2016,1,3,02:00,-11.3,0
Siilinjärvi Kuopio airport,2016,1,4,02:00,-17.2,3
Siilinjärvi Kuopio airport,2016,1,5,02:00,-19.3,3
Siilinjärvi Kuopio airport,2016,1,6,02:00,-25.5,3
Siilinjärvi Kuopio airport,2016,1,7,02:00,-26.5,3
Siilinjärvi Kuopio airport,2016,1,8,02:00,-19.8,3
